City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Melo,UY,-32.3667,-54.1833,62.04,69,0,8.05,clear sky
460,Axim,GH,4.8699,-2.2405,77.81,89,96,6.15,overcast clouds
461,Varhaug,NO,58.6147,5.6457,44.89,79,100,22.55,overcast clouds
462,Kununurra,AU,-15.7667,128.7333,84.18,70,73,2.3,broken clouds
463,Kupang,ID,-10.1667,123.5833,82.9,73,95,2.86,overcast clouds
464,Huarmey,PE,-10.0681,-78.1522,71.46,78,100,5.73,overcast clouds
465,Gimli,CA,50.6336,-96.9907,35.44,93,100,8.05,overcast clouds
466,Yangjiang,CN,21.85,111.9667,56.95,82,98,10.27,overcast clouds
467,Pemba,MZ,-12.974,40.5178,77.7,94,20,11.5,few clouds
468,Lazaro Cardenas,MX,17.9583,-102.2,75.88,74,0,4.97,clear sky
469,Catio,GW,11.2833,-15.25,72.68,84,59,4.47,broken clouds
470,Abingdon,GB,51.6711,-1.2828,50.05,85,100,3.0,overcast clouds
471,Saldanha,ZA,-33.0117,17.9442,62.65,93,98,5.91,overcast clouds
472,Port Hedland,AU,-20.3167,118.5667,84.25,79,40,2.3,scattered clouds
473,Nola,IT,40.922,14.5329,49.57,44,0,4.36,clear sky
474,Bonnyville,CA,54.2668,-110.735,38.03,94,21,5.01,few clouds
475,Touros,BR,-5.1989,-35.4608,81.5,71,6,13.22,clear sky
476,Shaunavon,CA,49.6501,-108.4181,29.98,82,70,7.4,broken clouds
477,Praxedis Guerrero,MX,31.3667,-106.0167,58.55,24,1,6.93,clear sky
478,Picayune,US,30.5255,-89.6795,50.95,68,0,2.57,clear sky
479,Bowen,AU,-20.0167,148.2333,84.42,62,10,6.69,clear sky
480,Chara,RU,56.9064,118.2631,-7.6,96,100,0.67,overcast clouds
481,Rincon,US,32.296,-81.2354,48.85,91,100,4.56,overcast clouds
482,Jega,NG,12.2175,4.3792,71.53,14,72,9.31,broken clouds
483,Balasheyka,RU,53.2841,48.0851,25.29,96,100,10.18,snow
484,Maneadero,MX,31.7167,-116.5667,66.09,58,8,3.09,clear sky
485,Istok,XK,42.7808,20.4875,36.52,81,84,4.25,broken clouds
486,Port Hawkesbury,CA,45.6169,-61.3485,38.91,99,100,20.71,mist
487,Aden,YE,12.7794,45.0367,76.33,73,18,16.35,few clouds
488,Hoima,UG,1.4356,31.3436,70.66,59,96,0.83,overcast clouds
489,Aykhal,RU,66.0,111.5,-17.59,98,100,4.36,overcast clouds
490,Doha,QA,25.2867,51.5333,60.78,72,0,12.66,clear sky
491,Galveston,US,29.3669,-94.9669,59.18,61,0,6.8,clear sky
492,Ampanihy,MG,-24.7,44.75,73.0,90,100,9.71,overcast clouds
493,Kashi,CN,39.4547,75.9797,24.01,68,40,8.95,scattered clouds
494,Misratah,LY,32.3754,15.0925,54.93,52,6,13.38,clear sky
495,Port Hardy,CA,50.6996,-127.4199,48.76,93,100,13.8,mist
496,Makakilo City,US,21.3469,-158.0858,79.61,54,28,9.86,scattered clouds
497,General Roca,AR,-39.0333,-67.5833,79.2,16,85,1.7,overcast clouds
498,Vardo,NO,70.3705,31.1107,26.74,80,79,18.92,broken clouds
499,Novoagansk,RU,61.9449,76.6625,-15.5,99,6,5.55,clear sky
500,Chicama,PE,-7.8447,-79.1469,68.54,70,100,4.97,overcast clouds
501,Nome,US,64.5011,-165.4064,-0.33,71,100,20.71,light snow
502,Mattru,SL,7.6244,-11.8332,74.07,95,6,0.45,clear sky
503,Kailua,US,21.4022,-157.7394,81.07,67,75,10.36,broken clouds
504,Senanga,ZM,-16.1167,23.2667,68.22,90,100,5.01,overcast clouds
505,Cangzhou,CN,38.3167,116.8667,36.41,51,8,6.69,clear sky
506,Kerouane,GN,9.2667,-9.0167,71.82,24,0,2.08,clear sky
507,Coquimbo,CL,-29.9533,-71.3436,64.22,84,40,5.39,scattered clouds
508,Karakol,KG,42.4907,78.3936,16.68,64,92,7.49,overcast clouds
509,Codrington,AU,-38.2667,141.9667,70.05,64,89,11.52,overcast clouds
510,Aviles,ES,43.5547,-5.9248,49.73,89,0,11.5,clear sky
511,Dumas,US,35.8656,-101.9732,50.04,36,0,6.91,clear sky
512,Tautira,PF,-17.7333,-149.15,86.02,79,75,18.54,light rain
513,Hami,CN,42.8,93.45,22.23,42,0,0.22,clear sky
514,Tukrah,LY,32.5341,20.5791,52.45,55,92,23.06,overcast clouds
515,Kalmunai,LK,7.4167,81.8167,76.19,73,100,6.98,overcast clouds
516,Tabalosos,PE,-6.35,-76.6833,70.0,99,85,1.41,overcast clouds
517,Padang,ID,-0.9492,100.3543,75.25,76,100,5.23,overcast clouds
518,Alto Araguaia,BR,-17.3147,-53.2153,68.7,93,100,3.53,overcast clouds
519,Rimavska Sobota,SK,48.3828,20.0224,42.66,91,98,3.27,overcast clouds
520,Flin Flon,CA,54.7682,-101.865,15.64,79,100,16.11,overcast clouds
521,Batangafo,CF,7.3008,18.2833,70.34,18,4,3.78,clear sky
522,Grottammare,IT,42.9888,13.8649,42.66,34,0,3.89,clear sky
523,Pemangkat,ID,1.1667,108.9667,78.39,85,88,4.97,overcast clouds
524,Koszalin,PL,54.1944,16.1722,43.68,94,62,15.64,broken clouds
525,Qaqortoq,GL,60.7167,-46.0333,-4.7,74,10,7.18,clear sky
526,Bathsheba,BB,13.2167,-59.5167,74.01,83,40,11.5,scattered clouds
527,Erzin,TR,36.9559,36.2,48.72,84,73,8.32,broken clouds
528,Bela,IN,25.9333,81.9833,53.96,81,29,7.83,scattered clouds
529,San Quintin,MX,30.4833,-115.95,64.0,38,10,6.49,clear sky
530,Boyolangu,ID,-8.1181,111.8935,79.07,82,90,3.02,overcast clouds
531,Khandyga,RU,62.6667,135.6,-12.75,94,100,2.33,overcast clouds
532,Tabon,PH,9.2388,117.9946,82.18,68,100,2.82,overcast clouds
533,Miranda,CO,3.2499,-76.2281,66.33,92,98,1.68,overcast clouds
534,Hvide Sande,DK,56.0045,8.1294,44.89,92,100,18.43,overcast clouds
535,Troitsko-Pechorsk,RU,62.7084,56.1964,5.86,94,83,8.16,broken clouds
536,Ojinaga,MX,29.5667,-104.4167,61.75,23,0,0.0,clear sky
537,Severo-Kurilsk,RU,50.6789,156.125,30.87,94,96,27.6,light snow
538,Eydhafushi,MV,5.1033,73.0708,81.25,68,100,10.94,overcast clouds
539,Necochea,AR,-38.5473,-58.7368,65.03,70,100,10.4,overcast clouds
540,Sal Rei,CV,16.1833,-22.9167,68.56,82,0,11.95,clear sky
541,Chincholi,IN,17.4667,77.4333,68.68,63,100,3.11,overcast clouds
542,Arbroath,GB,56.5632,-2.5874,43.88,83,93,24.63,overcast clouds
543,Pandhana,IN,21.7,76.2167,63.84,47,24,5.66,few clouds
544,Da Nang,VN,16.0678,108.2208,75.18,94,75,4.61,broken clouds
545,Yima,CN,34.7381,111.8839,33.82,59,100,5.99,overcast clouds
546,Lac-Megantic,CA,45.5834,-70.8823,30.22,96,100,8.23,light snow
547,Mongar,BT,27.2747,91.2396,36.37,85,73,3.94,broken clouds
548,Bubaque,GW,11.2833,-15.8333,77.7,69,4,7.29,clear sky
549,Auki,SB,-8.7676,160.7034,78.1,91,100,8.86,light rain
550,Bontang,ID,0.1333,117.5,77.13,88,100,5.82,moderate rain
551,Bennington,US,42.8781,-73.1968,31.8,83,99,10.71,overcast clouds
552,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.88,97,100,13.15,moderate rain
553,Sayat,TM,38.7839,63.8803,41.2,46,8,7.49,clear sky
554,Maniitsoq,GL,65.4167,-52.9,0.55,96,100,21.14,light snow
555,Paso De Los Toros,UY,-32.8167,-56.5167,65.61,57,0,7.7,clear sky
556,Rapid Valley,US,44.0625,-103.1463,44.33,34,100,5.01,overcast clouds
557,Acapulco,MX,16.8634,-99.8901,76.89,69,4,4.34,clear sky
558,San Miguel,SV,13.4833,-88.1833,74.77,60,6,3.78,clear sky
559,Saint-Augustin,CA,51.226,-58.6502,14.97,94,100,13.67,light snow
560,Tanout,NE,14.9709,8.8879,62.58,11,7,11.25,clear sky
561,Bairiki,KI,1.3292,172.9752,82.13,75,63,15.93,broken clouds
562,Torres,BR,-29.3353,-49.7269,68.83,82,5,7.09,clear sky
563,High Rock,BS,26.6208,-78.2833,73.24,74,4,9.15,clear sky
564,Maceio,BR,-9.6658,-35.7353,80.04,78,20,3.44,few clouds
565,Vadso,NO,70.0744,29.7487,23.88,90,100,12.53,overcast clouds
566,Okha,RU,53.5739,142.9478,18.64,93,100,15.9,overcast clouds
567,Bandar-E Lengeh,IR,26.5579,54.8807,64.96,46,0,2.75,clear sky
568,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.75,97,100,1.03,overcast clouds
569,Oussouye,SN,12.485,-16.5469,71.92,59,0,7.0,clear sky
570,Cairo,EG,30.0626,31.2497,60.22,35,0,3.44,haze
571,Lipin Bor,RU,60.2622,37.9763,24.06,98,95,5.1,overcast clouds
572,Tuatapere,NZ,-46.1333,167.6833,64.81,64,100,4.07,moderate rain
573,Lucapa,AO,-8.4192,20.7447,64.22,95,92,2.46,overcast clouds
574,Cap Malheureux,MU,-19.9842,57.6142,74.46,80,100,4.0,overcast clouds
575,Bambanglipuro,ID,-7.95,110.2833,79.75,75,100,2.44,overcast clouds
576,Ambon,ID,-3.6954,128.1814,82.54,78,40,3.44,scattered clouds
577,Beidao,CN,34.5686,105.8933,19.96,82,97,2.24,overcast clouds
578,Luwuk,ID,-0.9516,122.7875,84.85,64,100,2.21,overcast clouds
579,Kango,GA,0.1943,10.0951,74.68,96,75,1.28,broken clouds
580,Riosucio,CO,5.4216,-75.7032,58.96,97,92,1.03,overcast clouds
581,Port Blair,IN,11.6667,92.75,75.24,88,40,0.0,mist
582,Tomatlan,MX,19.9333,-105.25,71.35,53,0,4.43,clear sky
583,Outjo,NA,-20.1167,16.15,66.58,85,23,11.05,few clouds
584,Tortoli,IT,39.9256,9.6572,47.17,36,0,4.81,clear sky
585,Honningsvag,NO,70.9821,25.9704,28.4,81,100,27.87,overcast clouds
586,Two Hills,CA,53.7169,-111.7518,22.68,94,24,5.77,few clouds
587,Zhangjiakou,CN,40.81,114.8794,24.08,33,100,0.85,overcast clouds
588,Bella Union,UY,-30.2752,-57.6007,68.95,39,0,8.01,clear sky
589,Nyurba,RU,63.2842,118.3319,-22.79,100,100,1.92,overcast clouds
590,Manicore,BR,-5.8092,-61.3003,74.1,98,100,1.36,moderate rain
591,Guiyang,CN,26.5833,106.7167,30.69,93,100,4.47,overcast clouds
592,Hovd,MN,48.0056,91.6419,-12.89,80,99,1.72,overcast clouds
593,Golyshmanovo,RU,56.3979,68.3728,3.31,97,61,7.23,broken clouds
594,Margate,GB,51.3813,1.3862,49.87,82,100,4.0,overcast clouds
595,Springdale,US,36.1867,-94.1288,51.91,43,0,8.05,clear sky
596,Kidal,ML,18.4411,1.4078,67.24,9,0,7.67,clear sky
597,Mallaig,CA,54.2169,-111.3685,22.98,94,19,6.17,few clouds
598,Bereda,ES,43.2686,-7.5406,43.41,83,0,1.74,clear sky
599,Castelo Branco,PT,39.8222,-7.4909,47.97,75,0,4.5,clear sky
600,Manali,IN,13.1667,80.2667,78.08,74,100,5.35,overcast clouds
601,Falmouth,GB,50.1544,-5.0711,49.1,75,100,15.28,overcast clouds
602,Santa Rosa De Osos,CO,6.6474,-75.4603,53.53,99,100,1.05,overcast clouds
603,Staryy Nadym,RU,65.6118,72.6842,-5.71,93,100,13.2,overcast clouds
604,San Angelo,US,31.4638,-100.437,59.63,30,0,8.05,clear sky
605,Shihezi,CN,44.3,86.0333,3.42,92,100,3.89,overcast clouds
606,Matagami,CA,49.7502,-77.6328,19.51,93,100,2.3,overcast clouds
607,Paamiut,GL,61.994,-49.6678,0.73,78,100,13.02,overcast clouds
608,Nizwa,OM,22.9333,57.5333,58.05,56,0,3.02,clear sky
609,Yar-Sale,RU,66.8333,70.8333,-0.62,94,93,15.7,overcast clouds
610,Kaura Namoda,NG,12.5898,6.5779,69.46,13,95,10.38,overcast clouds
611,Trybukhivtsi,UA,49.0436,25.4581,37.24,98,100,19.06,overcast clouds
612,Anchorage,US,61.2181,-149.9003,32.94,80,75,15.99,broken clouds
613,Pangody,RU,65.85,74.4859,-4.4,88,63,14.25,broken clouds
614,Fortaleza,BR,-3.7227,-38.5247,82.22,74,79,10.4,broken clouds
615,Chengde,CN,40.9725,117.9361,24.6,37,13,2.13,few clouds
616,Olinda,BR,-8.0089,-34.8553,82.13,69,40,5.75,scattered clouds
617,Shieli,KZ,44.1667,66.75,31.6,96,100,5.3,overcast clouds
618,Camacupa,AO,-12.0167,17.4833,61.09,97,100,1.59,overcast clouds
619,San Jose,US,37.3394,-121.895,72.09,33,0,5.75,clear sky
620,Sikeston,US,36.8767,-89.5879,44.49,84,0,11.79,clear sky
621,Anadyr,RU,64.75,177.4833,-28.7,66,20,8.95,fog
622,Priiskovyy,RU,51.9333,116.6333,-7.83,100,100,0.2,overcast clouds
623,Turiacu,BR,-1.6633,-45.3717,74.5,94,67,2.77,broken clouds
624,Isla Mujeres,MX,21.2311,-86.731,69.17,92,100,12.8,overcast clouds
625,Carauari,BR,-4.8828,-66.8958,73.29,99,100,1.97,heavy intensity rain
626,Tamandare,BR,-8.7597,-35.1047,78.96,77,13,6.2,few clouds
627,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,53,99,16.11,overcast clouds
628,Porto Novo,BJ,6.4965,2.6036,76.64,88,43,4.85,scattered clouds
629,Aksarka,RU,66.5606,67.7975,-6.12,99,100,11.72,overcast clouds
630,Khasan,RU,42.4308,130.6434,25.7,58,12,3.96,few clouds
631,Laki,BG,41.85,24.8167,30.36,85,35,8.46,scattered clouds
632,Meulaboh,ID,4.1363,96.1285,76.12,87,100,4.47,overcast clouds
633,Filingue,NE,14.3521,3.3168,70.72,13,0,9.33,clear sky
634,Salekhard,RU,66.53,66.6019,-16.31,100,100,6.04,overcast clouds
635,Keetmanshoop,NA,-26.5833,18.1333,78.94,45,62,5.1,broken clouds
636,Mundo Nuevo,MX,18.7,-95.5,65.41,76,100,17.67,overcast clouds
637,Kushima,JP,31.4583,131.2333,48.49,69,98,7.99,overcast clouds
638,Jinchang,CN,38.4953,102.1739,16.88,50,0,5.64,clear sky
639,Coruripe,BR,-10.1256,-36.1756,78.49,80,12,7.61,few clouds
640,Leogane,HT,18.5108,-72.6339,77.18,76,40,4.23,scattered clouds
641,Sochi,RU,43.6,39.7303,48.29,81,100,7.54,light rain
642,Nishihara,JP,26.1842,127.7558,65.48,63,75,6.91,broken clouds
643,Muravlenko,RU,63.7898,74.523,-11.09,90,74,11.36,broken clouds
644,Uva,RU,56.9908,52.1852,15.48,96,100,6.87,overcast clouds
645,Nouadhibou,MR,20.931,-17.0347,66.09,71,37,11.07,scattered clouds
646,Atyrau,KZ,47.1167,51.8833,26.62,86,45,11.18,mist
647,Black River,JM,18.0264,-77.8487,72.99,82,16,4.14,few clouds
648,Bodden Town,KY,19.2833,-81.25,79.0,79,6,6.78,clear sky
649,Labuhan,ID,-6.8844,112.2051,79.9,80,100,6.4,overcast clouds
650,Weligama,LK,5.9667,80.4167,76.26,73,100,3.71,overcast clouds
651,Itarema,BR,-2.9248,-39.9167,79.27,80,47,12.1,scattered clouds
652,Iralaya,HN,15.0,-83.2333,75.18,79,8,9.78,clear sky
653,Bend,US,44.0582,-121.3153,58.28,24,0,4.61,clear sky
654,Niigata,JP,37.9022,139.0236,40.91,93,75,9.22,broken clouds
655,Goderich,CA,43.7501,-81.7165,23.92,91,20,15.1,few clouds
656,Tezu,IN,27.9167,96.1667,54.59,63,91,2.95,overcast clouds
657,Urusha,RU,54.05,122.9,4.8,92,100,6.98,light snow
658,Jiayuguan,CN,39.8167,98.3,14.4,57,5,5.1,clear sky
659,Nilokheri,IN,29.8333,76.9167,53.98,87,100,3.89,overcast clouds
660,Tulun,RU,54.5611,100.5792,-12.17,100,99,3.65,overcast clouds
661,Taldan,RU,53.6667,124.8,2.7,92,100,8.86,light snow
662,Asau,RO,46.4333,26.4,27.52,86,92,7.56,overcast clouds
663,Totness,SR,5.8833,-56.3167,76.32,81,46,8.5,scattered clouds
664,Kieta,PG,-6.2167,155.6333,85.64,71,96,9.55,light rain
665,Roncesvalles,CO,4.0108,-75.6049,52.5,97,99,0.98,overcast clouds
666,Lagarto,BR,-10.9172,-37.65,80.89,89,1,4.03,clear sky
667,Nhamunda,BR,-2.1861,-56.7131,75.42,92,100,1.5,light rain
668,Joacaba,BR,-27.1781,-51.5047,59.95,64,0,1.66,clear sky
669,Yukamenskoye,RU,57.8865,52.2416,11.73,96,100,7.94,overcast clouds
670,Olafsvik,IS,64.8945,-23.7142,30.65,74,100,38.43,overcast clouds
671,Stornoway,GB,58.2093,-6.3865,37.92,81,40,14.97,scattered clouds
672,Abha,SA,18.2164,42.5053,52.74,84,5,3.62,clear sky
673,Waingapu,ID,-9.6567,120.2641,84.0,68,78,2.19,light rain
674,Bilibino,RU,68.0546,166.4372,-21.95,79,19,0.76,few clouds
675,Guerrero Negro,MX,27.9769,-114.0611,66.52,43,11,12.28,few clouds
676,Rochester,US,43.1548,-77.6156,28.15,73,100,6.91,overcast clouds
677,Castelo Do Piaui,BR,-5.3222,-41.5525,77.29,69,40,2.75,scattered clouds
678,Polohy,UA,47.4844,36.2536,32.07,98,100,12.35,light snow
679,Cervo,ES,43.6702,-7.4101,50.74,67,5,3.89,clear sky
680,Piedras Negras,MX,28.7,-100.5167,64.98,39,0,0.0,clear sky
681,Nagato,JP,34.3833,131.2,49.19,57,56,8.1,broken clouds
682,Suntar,RU,62.1444,117.6319,-17.28,98,100,3.0,overcast clouds
683,Daru,PG,-9.0763,143.2092,80.17,83,78,5.1,light rain
684,Kamakwie,SL,9.5,-12.2333,71.67,76,33,3.06,scattered clouds
685,Port Macquarie,AU,-31.4333,152.9167,80.89,52,0,6.98,clear sky
686,Merauke,ID,-8.4667,140.3333,82.81,78,100,5.28,overcast clouds
687,Darnah,LY,32.767,22.6367,52.65,57,100,24.43,overcast clouds
688,Bumba,CD,2.1833,22.4667,70.63,40,59,1.72,broken clouds
689,Worland,US,44.0169,-107.9554,38.68,55,0,9.22,clear sky
690,Canutama,BR,-6.5339,-64.3831,73.74,98,100,2.21,light rain
