City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Kota Kinabalu,MY,2022-01-27 22:45:49,5.9749,116.0724,75.18,94,20,0.0
283,Mayna,RU,2022-01-27 22:45:49,54.1135,47.6231,8.1,98,93,6.38
284,Hay River,CA,2022-01-27 22:42:18,60.8156,-115.7999,10.38,79,75,4.61
285,Partizanskoye,RU,2022-01-27 22:45:50,55.5006,94.39,-4.22,100,100,0.13
286,Vardo,NO,2022-01-27 22:45:50,70.3705,31.1107,19.6,91,100,9.82
287,Labuhan,ID,2022-01-27 22:45:51,-6.8844,112.2051,77.99,86,100,9.89
288,Nipawin,CA,2022-01-27 22:45:35,53.3668,-104.0009,5.04,85,100,8.05
289,Kedrovoye,RU,2022-01-27 22:45:51,57.1576,60.5698,0.84,96,68,5.21
290,Yar-Sale,RU,2022-01-27 22:45:51,66.8333,70.8333,0.91,97,100,6.87
291,Airai,TL,2022-01-27 22:45:52,-8.9266,125.4092,64.15,80,100,2.68
292,Shakawe,BW,2022-01-27 22:45:52,-18.3667,21.85,68.58,92,100,5.48
293,Srednekolymsk,RU,2022-01-27 22:45:53,67.45,153.6833,-40.52,99,93,2.68
294,Abu Zabad,SD,2022-01-27 22:45:53,12.35,29.25,60.06,23,1,18.14
295,Grants Pass,US,2022-01-27 22:42:10,42.439,-123.3284,63.28,32,0,0.0
296,Hangu,CN,2022-01-27 22:45:53,39.2489,117.7892,19.44,53,99,5.57
297,Jiaozuo,CN,2022-01-27 22:45:54,35.2397,113.2331,31.06,93,90,2.51
298,Kapuskasing,CA,2022-01-27 22:45:54,49.4169,-82.4331,-3.91,71,75,10.36
299,Margate,GB,2022-01-27 22:45:54,51.3813,1.3862,42.96,82,31,1.99
300,Abu Dhabi,AE,2022-01-27 22:42:47,24.4667,54.3667,66.31,83,0,5.75
301,Iralaya,HN,2022-01-27 22:45:55,15.0,-83.2333,78.24,78,4,8.21
302,Kishtwar,IN,2022-01-27 22:45:56,33.3167,75.7667,21.51,62,0,7.56
303,At-Bashi,KG,2022-01-27 22:45:56,41.1702,75.8106,-8.03,48,0,3.22
304,Port Macquarie,AU,2022-01-27 22:45:56,-31.4333,152.9167,78.89,65,52,6.87
305,Mabaruma,GY,2022-01-27 22:45:57,8.2,-59.7833,72.7,78,41,4.43
306,Quatre Cocos,MU,2022-01-27 22:45:57,-20.2078,57.7625,75.31,70,50,9.1
307,Saldanha,ZA,2022-01-27 22:45:58,-33.0117,17.9442,62.65,85,0,18.57
308,Biak,ID,2022-01-27 22:45:58,-0.9131,122.8766,76.32,85,99,1.5
309,Caravelas,BR,2022-01-27 22:45:58,-17.7125,-39.2481,76.01,87,6,5.12
310,Evensk,RU,2022-01-27 22:45:59,61.95,159.2333,19.36,84,100,37.58
311,Sydney,AU,2022-01-27 22:41:27,-33.8679,151.2073,79.59,70,40,8.99
312,Shimoda,JP,2022-01-27 22:45:59,34.6667,138.95,39.11,67,92,8.63
313,Souillac,MU,2022-01-27 22:46:00,-20.5167,57.5167,75.58,78,20,3.44
314,Sarkand,KZ,2022-01-27 22:46:00,45.41,79.9186,13.95,63,0,7.49
315,Aklavik,CA,2022-01-27 22:46:01,68.2191,-135.0107,-9.4,64,75,9.22
316,Englehart,CA,2022-01-27 22:46:01,47.8169,-79.8664,7.36,66,100,13.33
317,Olinda,BR,2022-01-27 22:42:47,-8.0089,-34.8553,82.13,69,0,3.44
318,Nome,US,2022-01-27 22:47:02,64.5011,-165.4064,-5.73,59,0,4.61
319,Ilebo,CD,2022-01-27 22:47:02,-4.3167,20.5833,71.28,80,15,1.66
320,Swan River,CA,2022-01-27 22:47:02,52.1058,-101.2676,3.09,66,42,16.11
321,Denpasar,ID,2022-01-27 22:44:12,-8.65,115.2167,77.72,88,75,1.14
322,Tateyama,JP,2022-01-27 22:47:03,34.9833,139.8667,43.11,97,99,9.26
323,Nemuro,JP,2022-01-27 22:47:03,43.3236,145.575,20.59,72,42,10.63
324,Marawi,PH,2022-01-27 22:47:03,7.9986,124.2928,63.64,90,87,1.5
325,Molokovo,RU,2022-01-27 22:47:04,58.1661,36.7628,15.49,94,100,11.86
326,Warrnambool,AU,2022-01-27 22:47:04,-38.3833,142.4833,67.8,89,46,6.06
327,Namibe,AO,2022-01-27 22:47:04,-15.1961,12.1522,74.84,82,100,1.48
328,Havelock,US,2022-01-27 22:47:05,34.8791,-76.9013,44.6,59,0,10.36
329,Lubao,PH,2022-01-27 22:47:05,14.9167,120.55,79.14,88,67,2.53
330,Ayagoz,KZ,2022-01-27 22:47:06,47.9714,80.4392,-16.98,99,60,5.39
331,Vestmanna,FO,2022-01-27 22:47:06,62.1564,-7.1664,40.12,81,75,17.27
332,Hede,CN,2022-01-27 22:47:06,33.7681,120.2517,34.14,63,97,10.25
333,Taseyevo,RU,2022-01-27 22:47:07,57.2169,94.8978,-10.53,100,100,1.59
334,Berlevag,NO,2022-01-27 22:47:07,70.8578,29.0864,19.2,86,100,6.73
335,Suratgarh,IN,2022-01-27 22:47:07,29.3167,73.9,51.58,34,0,5.88
336,Solwezi,ZM,2022-01-27 22:47:08,-12.1688,26.3894,60.67,98,100,5.35
337,Constitucion,CL,2022-01-27 22:42:21,-35.3333,-72.4167,62.6,85,18,6.91
338,General Roca,AR,2022-01-27 22:47:08,-39.0333,-67.5833,86.4,21,0,18.54
339,Palana,RU,2022-01-27 22:47:09,59.1167,159.9667,28.85,72,100,17.29
340,Sinnamary,GF,2022-01-27 22:47:09,5.3833,-52.95,76.05,84,85,9.4
341,Khunti,IN,2022-01-27 22:47:09,23.0833,85.2833,50.11,66,0,5.53
342,Gat,IL,2022-01-27 22:47:10,31.61,34.7642,47.08,100,96,11.72
343,Presidencia Roque Saenz Pena,AR,2022-01-27 22:47:10,-26.7852,-60.4388,80.58,57,99,8.52
344,Penukonda,IN,2022-01-27 22:47:10,14.0833,77.5833,65.91,77,95,9.01
345,Varkkallai,IN,2022-01-27 22:47:11,8.7341,76.7067,76.78,78,6,8.52
346,Aguimes,ES,2022-01-27 22:47:11,27.9054,-15.4461,57.83,72,40,8.05
347,Salinopolis,BR,2022-01-27 22:47:11,-0.6136,-47.3561,74.93,95,100,14.56
348,Porto Novo,BJ,2022-01-27 22:47:12,6.4965,2.6036,82.22,84,89,4.74
349,Venkatagiri,IN,2022-01-27 22:47:12,13.9667,79.5833,68.97,91,31,3.4
350,Fort Dodge,US,2022-01-27 22:47:12,42.4975,-94.168,28.74,80,100,11.5
351,Catamarca,AR,2022-01-27 22:47:13,-28.4696,-65.7852,74.05,79,96,5.86
352,Yerofey Pavlovich,RU,2022-01-27 22:47:13,53.9667,121.9667,-9.0,93,99,4.29
353,Pisco,PE,2022-01-27 22:47:13,-13.7,-76.2167,73.45,64,65,26.46
354,Iqaluit,CA,2022-01-27 22:47:14,63.7506,-68.5145,-9.31,76,100,3.0
355,Kalabo,ZM,2022-01-27 22:47:14,-14.97,22.6814,66.24,94,100,4.34
356,Chapais,CA,2022-01-27 22:47:15,49.7834,-74.8492,11.98,97,100,12.01
357,Saint-Augustin,CA,2022-01-27 22:47:15,51.226,-58.6502,-16.37,99,30,3.76
358,Taungdwingyi,MM,2022-01-27 22:47:15,20.0167,95.55,61.2,75,4,2.98
359,Muisne,EC,2022-01-27 22:47:16,0.6,-80.0333,78.91,88,96,2.13
360,Rostovka,RU,2022-01-27 22:47:16,55.3842,71.8891,10.29,95,100,6.02
361,Coquimbo,CL,2022-01-27 22:43:03,-29.9533,-71.3436,65.93,72,20,11.5
362,Aykhal,RU,2022-01-27 22:47:16,66.0,111.5,-13.85,97,60,7.34
363,Middelkerke,BE,2022-01-27 22:47:17,51.1558,2.8418,46.09,86,0,9.22
364,Kaili,ID,2022-01-27 22:47:17,-3.4626,120.2147,68.18,82,100,3.44
365,Belmonte,BR,2022-01-27 22:47:18,-15.8631,-38.8828,79.3,83,38,7.2
366,Indramayu,ID,2022-01-27 22:47:18,-6.3264,108.32,78.64,84,100,7.99
367,Khandwa,IN,2022-01-27 22:43:07,21.8333,76.3333,51.69,48,0,6.55
368,Dubbo,AU,2022-01-27 22:48:18,-32.25,148.6167,73.53,73,100,11.5
369,Cururupu,BR,2022-01-27 22:48:19,-1.8283,-44.8683,72.99,97,100,1.16
370,Clarence Town,AU,2022-01-27 22:48:19,-32.5833,151.7833,82.15,55,0,6.78
371,Killybegs,IE,2022-01-27 22:48:20,54.6333,-8.45,41.45,81,96,6.98
372,Bonthe,SL,2022-01-27 22:48:20,7.5264,-12.505,78.8,81,39,6.58
373,Cantanhede,BR,2022-01-27 22:48:21,-3.6333,-44.3767,73.06,97,100,3.06
374,Puerto Del Rosario,ES,2022-01-27 22:48:21,28.5004,-13.8627,60.48,72,20,6.91
375,Wageningen,NL,2022-01-27 22:48:21,51.9667,5.6667,43.9,89,75,9.22
376,Saint Paul,US,2022-01-27 22:48:22,44.9444,-93.0933,23.47,47,20,13.8
377,Kununurra,AU,2022-01-27 22:44:16,-15.7667,128.7333,80.58,89,40,1.14
378,Mocuba,MZ,2022-01-27 22:48:22,-16.8392,36.9856,72.37,99,100,3.22
379,Nhulunbuy,AU,2022-01-27 22:48:22,-12.2333,136.7667,83.01,78,100,9.22
380,Aripuana,BR,2022-01-27 22:48:23,-9.1667,-60.6333,73.94,88,48,2.06
381,Sidrolandia,BR,2022-01-27 22:48:23,-20.9319,-54.9614,74.19,76,100,2.86
382,La Ciotat,FR,2022-01-27 22:48:24,43.1748,5.6045,37.29,59,41,8.93
383,Lisakovsk,KZ,2022-01-27 22:48:24,52.5369,62.4936,13.26,94,100,4.5
384,Omsukchan,RU,2022-01-27 22:48:24,62.5333,155.8,-9.08,97,100,9.84
385,South Lake Tahoe,US,2022-01-27 22:48:25,38.9332,-119.9844,48.34,27,0,3.44
386,Bunia,CD,2022-01-27 22:48:25,1.5667,30.25,67.24,46,100,3.44
387,The Pas,CA,2022-01-27 22:44:44,53.8251,-101.2541,3.22,60,100,11.5
388,Poum,NC,2022-01-27 22:48:25,-20.2333,164.0167,83.05,73,23,13.73
389,Riyadh,SA,2022-01-27 22:48:26,24.6877,46.7219,53.74,30,0,13.94
390,Nagua,DO,2022-01-27 22:48:26,19.3832,-69.8474,80.65,74,20,13.8
391,Birin,NP,2022-01-27 22:48:27,26.8865,88.0718,37.33,74,6,3.87
392,Roald,NO,2022-01-27 22:48:27,62.5833,6.1333,39.0,56,75,12.66
393,Tigil,RU,2022-01-27 22:48:27,57.8,158.6667,0.61,98,98,2.48
394,Strelka,RU,2022-01-27 22:48:28,58.0728,93.0344,-12.46,100,100,2.42
395,Berdigestyakh,RU,2022-01-27 22:48:28,62.0989,126.6992,-12.84,99,100,2.37
396,San Jose,US,2022-01-27 22:45:01,37.3394,-121.895,70.59,36,0,1.01
397,Alta Floresta,BR,2022-01-27 22:48:28,-9.8756,-56.0861,70.48,97,100,0.78
398,Ust-Kuyga,RU,2022-01-27 22:48:29,70.0167,135.6,-17.43,100,91,8.21
399,Kangaatsiaq,GL,2022-01-27 22:48:29,68.3065,-53.4641,0.0,97,94,13.27
400,Ust-Tsilma,RU,2022-01-27 22:48:29,65.441,52.1498,2.93,96,88,4.27
401,Dhidhdhoo,MV,2022-01-27 22:48:30,6.8833,73.1,79.21,67,32,8.25
402,The Valley,AI,2022-01-27 22:48:30,18.217,-63.0578,78.66,73,20,8.05
403,Bubaque,GW,2022-01-27 22:48:31,11.2833,-15.8333,78.51,69,64,12.26
404,Homer,US,2022-01-27 22:48:31,59.6425,-151.5483,30.07,90,100,8.48
405,Zhigansk,RU,2022-01-27 22:48:31,66.7697,123.3711,-32.51,100,33,3.85
406,Esna,EG,2022-01-27 22:48:32,25.2934,32.554,46.42,47,0,9.53
407,La Ronge,CA,2022-01-27 22:48:32,55.1001,-105.2842,8.85,78,100,3.44
408,Laguna,US,2022-01-27 22:46:35,38.421,-121.4238,67.84,47,0,1.01
409,Yuanping,CN,2022-01-27 22:48:33,38.7153,112.7575,24.82,53,72,4.94
410,Hamilton,US,2022-01-27 22:44:56,39.1834,-84.5333,36.63,67,100,1.99
411,Bardiyah,LY,2022-01-27 22:48:33,31.7561,25.0865,53.2,67,100,8.21
412,Whitehorse,CA,2022-01-27 22:46:35,60.7161,-135.0538,29.01,76,75,18.01
413,Daboh,IN,2022-01-27 22:48:34,26.0025,78.8761,46.98,73,0,6.38
414,Sal Rei,CV,2022-01-27 22:49:34,16.1833,-22.9167,68.56,71,100,20.67
415,Portland,US,2022-01-27 22:49:25,45.5234,-122.6762,54.1,56,0,3.0
416,Kasongo-Lunda,CD,2022-01-27 22:49:34,-6.4667,16.8167,70.66,86,81,1.05
417,Huarmey,PE,2022-01-27 22:49:35,-10.0681,-78.1522,72.82,81,98,10.18
418,Bosaso,SO,2022-01-27 22:49:35,11.2842,49.1816,72.23,71,90,4.47
419,Norsup,VU,2022-01-27 22:49:35,-16.0667,167.3833,79.12,91,99,11.25
420,Bundaberg,AU,2022-01-27 22:49:36,-24.85,152.35,82.22,68,69,3.0
421,Nurota,UZ,2022-01-27 22:49:36,40.5614,65.6886,42.89,21,100,8.03
422,Honningsvag,NO,2022-01-27 22:49:36,70.9821,25.9704,29.8,82,100,5.64
423,Santa Maria,BR,2022-01-27 22:49:37,-29.6842,-53.8069,72.7,83,75,8.05
424,Avera,US,2022-01-27 22:49:37,33.194,-82.5271,52.48,41,1,5.75
425,Alice,US,2022-01-27 22:49:37,27.7523,-98.0697,65.77,54,100,9.22
426,Karatuzskoye,RU,2022-01-27 22:49:38,53.6072,92.8667,6.84,98,100,0.72
427,Atambua,ID,2022-01-27 22:49:17,-9.1061,124.8925,75.83,84,100,1.99
428,Kartuzy,PL,2022-01-27 22:49:38,54.3342,18.1974,36.59,87,75,23.02
429,Itarema,BR,2022-01-27 22:49:39,-2.9248,-39.9167,77.41,81,100,8.75
430,Caruray,PH,2022-01-27 22:49:39,10.3094,119.0128,78.76,87,76,6.24
431,Chiungutwa,TZ,2022-01-27 22:49:39,-10.8833,38.9833,70.07,96,99,2.19
432,Matagami,CA,2022-01-27 22:49:40,49.7502,-77.6328,-3.89,71,75,13.8
433,Manado,ID,2022-01-27 22:49:40,1.487,124.8455,75.97,100,40,1.14
434,Paamiut,GL,2022-01-27 22:49:41,61.994,-49.6678,3.2,89,54,10.4
435,Mayor Pablo Lagerenza,PY,2022-01-27 22:49:41,-19.9309,-60.7718,78.35,79,49,9.53
436,Vila Velha,BR,2022-01-27 22:49:41,-20.3297,-40.2925,80.55,85,0,7.0
437,Merauke,ID,2022-01-27 22:49:42,-8.4667,140.3333,83.07,75,99,5.26
438,Tessalit,ML,2022-01-27 22:49:42,20.1986,1.0114,62.38,22,73,13.22
439,Port Blair,IN,2022-01-27 22:49:42,11.6667,92.75,78.87,76,17,10.51
440,Molina,CL,2022-01-27 22:45:53,-35.1167,-71.2833,76.73,44,0,10.36
441,Ostrovnoy,RU,2022-01-27 22:49:43,68.0531,39.5131,19.36,89,100,10.49
442,Am Timan,TD,2022-01-27 22:49:43,11.0297,20.2827,72.75,22,81,7.29
443,Nikki,BJ,2022-01-27 22:49:44,9.9401,3.2108,73.83,19,1,5.44
444,Sale,MA,2022-01-27 22:49:44,34.0389,-6.8166,58.64,100,97,0.0
445,North Bend,US,2022-01-27 22:49:44,43.4065,-124.2243,57.87,87,0,4.61
446,Doha,QA,2022-01-27 22:47:59,25.2867,51.5333,66.18,70,0,13.8
447,Batagay-Alyta,RU,2022-01-27 22:49:45,67.8006,130.4114,-20.97,92,90,3.09
448,Crown Point,US,2022-01-27 22:49:45,41.417,-87.3653,32.04,74,40,8.05
449,Teknaf,BD,2022-01-27 22:49:45,20.8624,92.3058,60.8,87,9,10.29
450,Hambantota,LK,2022-01-27 22:49:46,6.1241,81.1185,72.59,78,97,11.34
451,Pemangkat,ID,2022-01-27 22:49:46,1.1667,108.9667,76.12,90,100,4.81
452,Intipuca,SV,2022-01-27 22:49:46,13.1969,-88.0544,98.49,50,9,6.42
453,Acara,BR,2022-01-27 22:49:47,-1.9608,-48.1967,72.72,99,100,2.26
454,Novoagansk,RU,2022-01-27 22:49:47,61.9449,76.6625,7.5,94,100,11.03
455,Antofagasta,CL,2022-01-27 22:49:47,-23.65,-70.4,67.28,76,77,6.98
456,Ivanava,BY,2022-01-27 22:49:48,52.1451,25.5365,32.88,96,100,17.65
457,Rapid City,US,2022-01-27 22:46:09,44.0805,-103.231,32.54,78,100,5.01
458,Naze,JP,2022-01-27 22:49:48,28.3667,129.4833,58.12,80,88,9.64
459,Hofn,IS,2022-01-27 22:49:49,64.2539,-15.2082,32.92,89,100,2.42
460,Ustrzyki Dolne,PL,2022-01-27 22:45:14,49.4304,22.5938,31.98,100,100,9.78
461,General Pico,AR,2022-01-27 22:49:49,-35.6566,-63.7568,68.04,59,0,7.23
462,Maceio,BR,2022-01-27 22:49:59,-9.6658,-35.7353,80.04,83,40,4.61
463,Ginda,IN,2022-01-27 22:50:50,30.6945,78.4932,32.14,32,1,6.67
464,Turukhansk,RU,2022-01-27 22:50:50,65.8167,87.9833,-2.45,91,100,14.07
465,Porto Velho,BR,2022-01-27 22:46:04,-8.7619,-63.9039,77.05,94,40,3.44
466,Westport,US,2022-01-27 22:50:26,41.1415,-73.3579,31.8,69,75,11.99
467,Teguldet,RU,2022-01-27 22:50:51,57.3064,88.1667,-12.05,100,85,2.98
468,College,US,2022-01-27 22:50:51,64.8569,-147.8028,-5.42,75,75,0.0
469,San Juan,AR,2022-01-27 22:50:51,-31.5375,-68.5364,73.67,62,59,4.38
470,Akureyri,IS,2022-01-27 22:50:52,65.6835,-18.0878,35.53,69,75,11.5
471,Kamskiye Polyany,RU,2022-01-27 22:50:52,55.4307,51.4171,9.41,100,95,4.47
472,Okha,RU,2022-01-27 22:50:53,53.5739,142.9478,-13.99,98,37,12.03
473,Filingue,NE,2022-01-27 22:50:53,14.3521,3.3168,68.0,18,1,10.74
474,Puerto Montt,CL,2022-01-27 22:50:53,-41.4698,-72.9447,79.63,50,0,10.36
475,Kharan,PK,2022-01-27 22:50:54,28.5833,65.4167,51.91,24,0,3.06
476,Gobabis,NA,2022-01-27 22:50:54,-22.45,18.9667,72.9,46,49,8.01
477,Peniche,PT,2022-01-27 22:50:54,39.3558,-9.3811,56.68,62,2,10.33
478,Alice Springs,AU,2022-01-27 22:50:55,-23.7,133.8833,80.15,65,86,11.5
479,Chapayevka,UA,2022-01-27 22:50:55,47.4711,36.3451,13.5,97,73,6.8
480,Vao,NC,2022-01-27 22:50:55,-22.6667,167.4833,79.43,83,72,18.7
481,Santa Fe,AR,2022-01-27 22:50:56,-31.6333,-60.7,75.99,56,71,5.01
482,Micheweni,TZ,2022-01-27 22:50:56,-4.9667,39.8333,78.31,76,27,8.57
483,Reconquista,AR,2022-01-27 22:50:56,-29.15,-59.65,76.98,39,6,12.01
484,Alyangula,AU,2022-01-27 22:50:57,-13.8483,136.4192,84.07,84,100,10.36
485,Rincon,US,2022-01-27 22:47:05,32.296,-81.2354,53.56,26,20,9.22
486,Teya,RU,2022-01-27 22:50:57,60.3778,92.6267,-11.58,100,97,3.06
487,Mujiayingzi,CN,2022-01-27 22:50:58,42.1167,118.7833,7.21,57,0,6.93
488,Dongsheng,CN,2022-01-27 22:50:58,39.8161,109.9776,13.64,39,50,4.63
489,Grindavik,IS,2022-01-27 22:50:58,63.8424,-22.4338,39.67,93,100,23.02
490,Santa Rosa,PH,2022-01-27 22:50:59,14.3122,121.1114,80.1,80,42,6.51
491,Oranjemund,NA,2022-01-27 22:50:59,-28.55,16.4333,64.71,88,43,15.48
492,Paita,PE,2022-01-27 22:50:59,-5.0892,-81.1144,72.86,81,41,13.67
493,Ulladulla,AU,2022-01-27 22:51:00,-35.35,150.4667,78.1,61,1,10.6
494,Laguna De Perlas,NI,2022-01-27 22:51:00,12.3429,-83.6712,82.49,78,32,11.63
495,Valentin Gomez Farias,MX,2022-01-27 22:51:00,28.2167,-106.5833,67.71,11,91,13.8
496,Parauna,BR,2022-01-27 22:51:01,-16.9478,-50.4486,69.98,93,76,6.13
497,Codrington,AU,2022-01-27 22:51:01,-38.2667,141.9667,69.4,83,30,6.55
498,Bergerac,FR,2022-01-27 22:51:01,44.8333,0.5,31.77,100,75,6.91
499,Ahipara,NZ,2022-01-27 22:51:02,-35.1667,173.1667,74.01,53,3,12.88
500,Hasaki,JP,2022-01-27 22:51:02,35.7333,140.8333,36.0,69,100,7.43
501,Mexicali,MX,2022-01-27 22:51:03,32.6519,-115.4683,72.09,18,0,10.18
502,Sioux Lookout,CA,2022-01-27 22:51:03,50.1001,-91.917,1.78,65,20,10.36
503,Shimanovsk,RU,2022-01-27 22:51:03,52.0,127.7,-6.88,88,42,8.63
504,Kurumkan,RU,2022-01-27 22:51:04,54.3,110.3,-15.48,94,62,3.27
505,Oranjestad,AW,2022-01-27 22:51:04,12.524,-70.027,80.55,69,40,14.97
506,Victoria,HK,2022-01-27 22:48:31,22.2855,114.1577,67.17,86,77,5.99
507,Nuuk,GL,2022-01-27 22:51:04,64.1835,-51.7216,3.22,80,100,8.25
508,Bitburg,DE,2022-01-27 22:51:05,49.9667,6.5333,40.48,78,20,6.91
509,Mehran,IR,2022-01-27 22:51:05,33.1222,46.1646,45.88,53,16,1.61
510,Ixtapa,MX,2022-01-27 22:52:06,20.7,-105.2,75.22,82,46,7.0
511,Banda Aceh,ID,2022-01-27 22:52:06,5.5577,95.3222,77.77,84,68,4.99
512,Kungurtug,RU,2022-01-27 22:52:06,50.5994,97.5228,-16.53,97,100,1.45
513,Russell,US,2022-01-27 22:52:07,32.3502,-85.1999,58.28,38,0,4.61
514,Manakara,MG,2022-01-27 22:52:07,-22.1333,48.0167,73.58,73,70,2.82
515,Tazovskiy,RU,2022-01-27 22:52:07,67.4667,78.7,6.01,90,100,16.35
516,Kieta,PG,2022-01-27 22:52:08,-6.2167,155.6333,84.06,69,99,1.07
517,High Level,CA,2022-01-27 22:52:08,58.5169,-117.136,21.31,86,100,8.05
518,Barao De Melgaco,BR,2022-01-27 22:52:08,-16.1944,-55.9675,79.32,98,100,4.92
519,Huancabamba,PE,2022-01-27 22:52:09,-5.2386,-79.4506,59.58,96,96,5.46
520,Sandominic,RO,2022-01-27 22:52:09,46.584,25.7803,21.79,98,100,4.65
521,Soyo,AO,2022-01-27 22:52:09,-6.1349,12.3689,78.39,86,57,1.79
522,Athabasca,CA,2022-01-27 22:52:10,54.7169,-113.2854,25.48,92,86,2.57
523,Lata,PT,2022-01-27 22:52:10,40.1629,-8.3327,47.05,75,0,4.34
524,Corn Island,NI,2022-01-27 22:52:10,12.1694,-83.0418,80.11,73,37,14.72
525,Farafangana,MG,2022-01-27 22:52:11,-22.8167,47.8333,73.94,71,62,4.47
526,Wajid,SO,2022-01-27 22:52:11,3.8093,43.2471,77.61,30,61,11.3
527,Nebolchi,RU,2022-01-27 22:52:11,59.1239,33.3454,21.42,93,100,9.93
528,Bull Savanna,JM,2022-01-27 22:52:12,17.8868,-77.5902,74.46,79,52,2.8
529,Namatanai,PG,2022-01-27 22:52:12,-3.6667,152.4333,83.84,72,66,4.74
530,Sechura,PE,2022-01-27 22:52:13,-5.5569,-80.8222,76.41,69,50,16.82
531,Bati,ET,2022-01-27 22:52:13,11.1833,40.0167,61.45,44,29,3.69
532,Luneville,FR,2022-01-27 22:52:13,48.6,6.5,37.29,92,100,9.37
533,Ganzhou,CN,2022-01-27 22:51:02,28.8184,115.4327,39.43,93,100,5.86
534,Taranto,IT,2022-01-27 22:52:14,40.6167,17.25,42.17,84,54,1.99
535,Joniskelis,LT,2022-01-27 22:52:14,56.0253,24.1689,36.55,97,100,16.37
536,Tadine,NC,2022-01-27 22:52:14,-21.55,167.8833,82.2,78,98,21.41
537,Padang,ID,2022-01-27 22:52:15,-0.9492,100.3543,76.01,87,98,3.76
538,Taltal,CL,2022-01-27 22:52:15,-25.4,-70.4833,68.25,73,1,6.49
539,Araouane,ML,2022-01-27 22:52:15,18.9048,-3.5265,67.42,15,77,11.32
540,Richards Bay,ZA,2022-01-27 22:52:16,-28.783,32.0377,77.11,84,1,13.76
541,Mogadishu,SO,2022-01-27 22:52:16,2.0371,45.3438,76.77,79,100,16.35
542,Isilkul,RU,2022-01-27 22:52:17,54.9109,71.2728,10.98,95,100,5.61
543,Nanortalik,GL,2022-01-27 22:52:17,60.1432,-45.2371,13.73,77,54,11.99
544,Lodja,CD,2022-01-27 22:52:17,-3.4833,23.4333,70.38,86,100,2.51
545,Gizo,SB,2022-01-27 22:52:18,-8.103,156.8419,79.79,82,100,12.66
546,Krasnoselkup,RU,2022-01-27 22:52:18,65.7,82.4667,1.33,91,100,17.31
547,Dromolaxia,CY,2022-01-27 22:52:18,34.8761,33.586,42.67,65,40,5.75
548,Balakirevo,RU,2022-01-27 22:52:19,56.5059,38.8432,9.34,95,100,11.45
549,Dudinka,RU,2022-01-27 22:52:19,69.4058,86.1778,4.62,90,100,26.78
550,Kristianstad,SE,2022-01-27 22:52:19,56.0313,14.1524,41.85,89,20,4.0
551,Itoman,JP,2022-01-27 22:52:20,26.1247,127.6694,64.42,92,20,4.61
552,Victor Harbor,AU,2022-01-27 22:52:20,-35.5667,138.6167,75.79,78,39,1.01
553,Mangan,IN,2022-01-27 22:52:20,27.5167,88.5333,42.28,48,12,7.02
554,Consuegra,ES,2022-01-27 22:52:21,39.4625,-3.608,41.14,69,3,8.37
555,Chardara,KZ,2022-01-27 22:52:21,41.2547,67.9692,41.76,38,100,8.55
556,Kysyl-Syr,RU,2022-01-27 22:52:21,63.8986,122.7617,-22.65,100,35,3.98
557,Boshnyakovo,RU,2022-01-27 22:52:22,49.6333,142.1667,2.39,82,88,4.03
558,Praia,CV,2022-01-27 22:49:30,14.9215,-23.5087,70.34,68,75,21.85
559,Laibin,CN,2022-01-27 22:53:22,23.7,109.2667,50.56,83,100,8.95
560,Buta,CD,2022-01-27 22:53:23,2.7858,24.73,71.2,47,85,0.54
561,Valdivia,CL,2022-01-27 22:53:23,-39.8142,-73.2459,84.29,60,0,4.7
562,Eenhana,NA,2022-01-27 22:53:23,-17.4667,16.3333,78.55,54,82,3.31
563,Sterling,US,2022-01-27 22:53:24,39.0062,-77.4286,34.57,52,40,7.0
564,Sao Felix Do Xingu,BR,2022-01-27 22:53:24,-6.6447,-51.995,71.71,99,100,1.59
